,Prov/Terr,FED ID,Federal Electoral Districts_x,Total,Total Income,Under 20,20-24,25-29,30-34,35-39,40-44,45-49,50-54,55-59,60-64,65-69,70-74,Over 75,ï»¿Province,Party Won
14,12,12004.0,Dartmouth--Cole Harbour,74670,3360261000.0,2480,5610,6140,5950,5790,5540,5720,7160,7320,6480,5410,3940,7130,Nova Scotia,Liberal
15,12,12005.0,Halifax,72440,3582762000.0,2160,7580,9050,7100,5510,4750,4920,5530,5730,5490,4800,3340,6490,Nova Scotia,Liberal
16,12,12006.0,Halifax West,75220,3719510000.0,2880,6090,6780,6660,6310,6430,6430,6950,6380,5310,4760,3760,6490,Nova Scotia,Liberal
17,12,12007.0,Kings--Hants,67220,2632211000.0,2530,4770,4420,4230,4620,5010,5550,6470,6690,6260,5590,4100,6980,Nova Scotia,Liberal
18,12,12008.0,Sackville--Preston--Chezzetcook,69410,3231041000.0,2900,5120,5320,5340,5830,6220,6390,7360,6770,5520,4730,3550,4370,Nova Scotia,Liberal
19,12,12009.0,South Shore--St. Margarets,78020,3192345000.0,2790,4440,4310,4380,4670,5460,6210,7490,8120,7880,7460,5660,9170,Nova Scotia,Liberal
20,12,12010.0,Sydney--Victoria,60190,2074518000.0,1980,4430,4140,3670,3530,3860,4310,5500,6150,6050,5380,4020,7170,Nova Scotia,Liberal
21,12,12011.0,West Nova,70150,2465920000.0,2760,4320,4070,4110,4110,4620,5240,6770,7230,6580,6520,5080,8750,Nova Scotia,Liberal
22,13,13001.0,Acadie--Bathurst,68360,2408636000.0,2300,3730,3550,3600,4120,4810,5500,6750,7310,7230,6660,4880,7920,New Brunswick/Nouveau-Brunswick,Liberal
23,13,13002.0,Beauséjour,69250,2802172000.0,2630,3940,4060,4790,5240,5410,5490,6450,6810,6910,6130,4400,7010,New Brunswick/Nouveau-Brunswick,Liberal
24,13,13003.0,Fredericton,64650,2913354000.0,2480,5730,5870,5530,5190,5140,5150,5470,5210,4820,4460,3350,6240,New Brunswick/Nouveau-Brunswick,Liberal
25,13,13004.0,Fundy Royal,64050,2806496000.0,2820,4420,4010,4330,4820,5440,5480,6200,5920,5770,5430,3800,5610,New Brunswick/Nouveau-Brunswick,Liberal
26,13,13005.0,Madawaska--Restigouche,52220,1832242000.0,2100,2860,2870,2810,3180,3390,3830,5130,5900,5590,4960,3560,6050,New Brunswick/Nouveau-Brunswick,Liberal
27,13,13006.0,Miramichi--Grand Lake,48480,1614641000.0,1820,3050,2730,2610,2940,3450,3930,4610,4890,4880,4590,3310,5680,New Brunswick/Nouveau-Brunswick,Liberal
28,13,13007.0,Moncton--Riverview--Dieppe,75080,3066088000.0,2740,5940,6330,6240,5970,6160,5890,6320,6280,5880,5260,4130,7950,New Brunswick/Nouveau-Brunswick,Liberal
29,13,13008.0,New Brunswick Southwest,53530,2193562000.0,2120,3560,3490,3530,3830,4060,4410,5200,5310,5150,4510,3260,5100,New Brunswick/Nouveau-Brunswick,Liberal
30,13,13009.0,Saint John--Rothesay,64080,2708692000.0,2390,4930,4860,4740,4570,4820,5010,5990,6060,5530,4780,3620,6780,New Brunswick/Nouveau-Brunswick,Liberal
31,13,13010.0,Tobique--Mactaquac,55650,2068388000.0,2370,3710,3470,3700,3860,4350,4500,5210,5640,5380,4860,3290,5330,New Brunswick/Nouveau-Brunswick,Liberal
32,24,24001.0,Abitibi--Baie-James--Nunavik--Eeyou,62830,2472070000.0,3450,5670,5890,5310,5160,5110,4990,5800,5970,4830,3830,2780,4060,Quebec,NDP
33,24,24002.0,Abitibi--Témiscamingue,83840,3553223000.0,3730,6130,6230,6090,6260,5710,5980,7800,8780,7860,6380,4790,8090,Quebec,NDP
34,24,24003.0,Ahuntsic-Cartierville,89820,3651245000.0,2780,6150,7190,8030,8640,7940,7390,7350,7110,6310,5320,4570,11040,Quebec,Liberal
35,24,24004.0,Alfred-Pellan,80660,3671183000.0,3310,6540,5460,5430,5900,6500,7060,8030,7970,6310,5130,4230,8790,Quebec,Liberal
36,24,24005.0,Argenteuil--La Petite-Nation,78070,3008332000.0,2700,4830,5100,5080,5200,5200,5820,7790,8560,8090,6940,5300,7470,Quebec,Liberal
37,24,24006.0,Avignon--La Mitis--Matane--Matapédia,60560,2004118000.0,2110,3510,3490,3490,3880,3710,3770,5420,6860,6790,5920,4410,7210,Quebec,Liberal
38,24,24007.0,Beauce,88070,3340556000.0,4070,6080,6230,6640,7280,6250,6240,7870,8500,7940,6900,5180,8900,Quebec,Conservative
39,24,24008.0,Beauport--Limoilou,77740,2895465000.0,2340,5280,6590,6680,6290,5100,4950,6440,7090,6630,6000,4920,9430,Quebec,Conservative
40,24,24009.0,Bécancour--Nicolet--Saurel,78150,2962666000.0,2700,4590,4780,4800,5570,4760,5200,6730,8090,8200,7220,5990,9510,Quebec,Bloc QuÃ©bÃ©cois
41,24,24010.0,Bellechasse--Les Etchemins--Lévis,95240,3978108000.0,3830,6140,6290,6550,7240,6480,6510,8210,9240,8810,8120,6570,11240,Quebec,Conservative
42,24,24011.0,Beloeil--Chambly,93070,4730364000.0,3900,6380,6230,7370,9000,8130,7740,8820,8560,7210,6550,5260,7930,Quebec,NDP
43,24,24012.0,Berthier--Maskinongé,86630,3128449000.0,3110,5180,5370,5690,6390,5620,6030,8270,9350,9000,7710,6110,8810,Quebec,NDP
44,24,24013.0,Thérèse-De Blainville,81070,4276452000.0,4110,6680,5410,5080,6060,7330,7880,8550,7770,6010,4920,4200,7080,Quebec,Liberal
45,24,24014.0,Pierre-Boucher--Les Patriotes--Verchères,81490,4596476000.0,3420,5770,5330,5710,6650,6530,6860,7990,8080,7070,5970,4890,7200,Quebec,Bloc QuÃ©bÃ©cois
46,24,24015.0,Bourassa,76510,2201845000.0,2500,5650,5840,5970,6530,6220,6530,6540,6240,5610,4970,4110,9790,Quebec,Liberal
47,24,24016.0,Brome--Missisquoi,86810,3686925000.0,3190,4780,4850,5220,5800,5680,5890,7720,8910,9290,8710,6900,9890,Quebec,Liberal
48,24,24017.0,Brossard--Saint-Lambert,87080,4502396000.0,3030,5760,5880,6250,7350,7070,6860,7170,7150,6880,6860,5980,10830,Quebec,Liberal
49,24,24018.0,Rimouski-Neigette--Témiscouata--Les Basques,71590,2706354000.0,2640,4430,4350,4310,4920,4430,4390,6100,7570,7790,6750,5050,8860,Quebec,NDP
50,24,24019.0,Charlesbourg--Haute-Saint-Charles,86940,3795622000.0,3370,5470,6180,6690,7650,7030,6570,7420,7840,7030,6660,5810,9220,Quebec,Conservative
51,24,24020.0,Beauport--Côte-de-Beaupré--Île d’Orléans--Charlevoix,78450,3347711000.0,3390,4790,4720,5220,5990,5550,5770,7350,8220,7790,6700,5070,7880,Quebec,Conservative
52,24,24021.0,Châteauguay--Lacolle,80680,3228119000.0,3270,6060,6130,6460,7250,6680,6590,7530,7540,6220,5190,4290,7470,Quebec,Liberal
53,24,24022.0,Chicoutimi--Le Fjord,67730,2791741000.0,2320,4710,4800,4580,4870,4270,4010,5920,7210,6680,5710,4500,8160,Quebec,Liberal
54,24,24023.0,Compton--Stanstead,84090,3390685000.0,3810,5700,5530,6040,7150,6560,6580,7700,8030,7560,6810,5150,7480,Quebec,Liberal
55,24,24024.0,Dorval--Lachine--LaSalle,89220,3444489000.0,2910,6720,6870,7380,7800,7290,7310,8200,7720,6790,5860,4690,9690,Quebec,Liberal
56,24,24025.0,Drummond,83520,3059781000.0,3650,5630,5880,5980,7260,6270,6000,7240,7880,7480,6830,5280,8140,Quebec,NDP
57,24,24026.0,Gaspésie--Les Îles-de-la-Madeleine,66600,2301317000.0,2290,3600,3460,3350,3910,4020,4590,6320,7510,7560,6650,4900,8460,Quebec,Liberal
58,24,24027.0,Gatineau,84100,3650914000.0,3210,6750,6730,6390,6580,6470,6830,8600,8440,6850,5690,4420,7150,Quebec,Liberal
59,24,24028.0,Hochelaga,84010,3117228000.0,1850,5900,9230,9380,9070,6640,5970,6500,6620,6030,4810,3910,8090,Quebec,NDP
60,24,24029.0,Honoré-Mercier,82230,3126954000.0,2880,5860,5460,5580,6510,6670,6960,7280,7270,6230,5920,4860,10750,Quebec,Liberal
61,24,24030.0,Hull--Aylmer,78560,3671923000.0,2800,6100,6340,6510,6990,6650,6290,7290,7500,6300,5320,3800,6660,Quebec,Liberal
62,24,24031.0,Joliette,87230,3169174000.0,2950,5500,5370,5440,5830,5470,5730,7760,9300,9100,8070,6500,10210,Quebec,Bloc QuÃ©bÃ©cois
63,24,24032.0,Jonquière,73300,3009821000.0,2680,4640,5100,5360,6040,5130,4770,6480,7900,7530,6060,4670,6940,Quebec,NDP
64,24,24033.0,La Pointe-de-l'Île,85660,3261445000.0,2570,6110,6550,6640,7130,6450,6530,8090,8910,7710,5790,4570,8620,Quebec,Bloc QuÃ©bÃ©cois
65,24,24034.0,La Prairie,86550,4300209000.0,3930,6780,5960,6240,8050,8480,8360,8980,8250,6270,5290,4220,5740,Quebec,Liberal
66,24,24035.0,Lac-Saint-Jean,86780,3206237000.0,3720,5500,5300,5820,6330,5490,5210,7970,9670,9040,7290,5720,9740,Quebec,Conservative
67,24,24036.0,Lac-Saint-Louis,85610,5153291000.0,4190,7380,5070,4450,5530,6410,7900,9200,8670,6790,5760,4640,9620,Quebec,Liberal
68,24,24037.0,LaSalle--Émard--Verdun,86460,3170405000.0,2130,5910,8540,9350,8610,6950,6290,6940,7220,6500,5410,4110,8510,Quebec,Liberal
69,24,24038.0,Laurentides--Labelle,97600,3790926000.0,3260,4900,4870,5190,5990,5840,6410,9220,11360,11360,10170,7970,11060,Quebec,Liberal
70,24,24039.0,Laurier--Sainte-Marie,92870,3960077000.0,1470,7620,14150,12990,10800,7710,6250,6520,6300,5600,4670,3300,5510,Quebec,NDP
71,24,24040.0,Laval--Les Îles,84050,3668520000.0,3540,6260,5400,5810,7000,7930,8200,8370,7460,5800,5180,4460,8640,Quebec,Liberal
72,24,24041.0,Longueuil--Charles-LeMoyne,85100,2995761000.0,2710,6430,7470,7190,7570,6790,6250,7400,7780,6860,6010,5040,7600,Quebec,Liberal
73,24,24042.0,Lévis--Lotbinière,90990,4251414000.0,4530,6470,6560,7110,8460,7890,7340,8340,8520,7810,6880,4860,6220,Quebec,Conservative
74,24,24043.0,Longueuil--Saint-Hubert,87920,3881470000.0,2990,6420,6660,6510,7190,6830,6570,7810,8480,7500,6450,5370,9140,Quebec,NDP
75,24,24044.0,Louis-Hébert,85460,4765180000.0,3070,7500,7210,5600,5700,4900,4980,6280,7560,7630,7050,6030,11970,Quebec,Liberal
76,24,24045.0,Louis-Saint-Laurent,94450,4414200000.0,4010,6550,7330,7640,8450,7600,7190,8620,8550,7490,6790,5780,8470,Quebec,Conservative
77,24,24046.0,Manicouagan,73830,3119627000.0,3020,4880,5040,5080,5550,5540,5900,7570,7880,6940,5420,4180,6840,Quebec,Bloc QuÃ©bÃ©cois
78,24,24047.0,Mégantic--L'Érable,72950,2516821000.0,2950,4380,4170,4290,5010,4440,4580,6300,7440,7600,6950,5440,9420,Quebec,Conservative
79,24,24048.0,Mirabel,92340,4015025000.0,3980,6780,7790,8730,9980,8720,8340,8890,8360,6520,5410,3850,5000,Quebec,Bloc QuÃ©bÃ©cois
80,24,24049.0,Montarville,77840,4375939000.0,3870,5890,4440,4730,6400,7210,7280,8070,7460,6130,5210,4590,6560,Quebec,Liberal
81,24,24050.0,Montcalm,85940,3376771000.0,3320,6410,7430,7350,8030,7290,7080,8340,8080,6730,5670,4330,5890,Quebec,Bloc QuÃ©bÃ©cois
82,24,24051.0,Montmagny--L'Islet--Kamouraska--Rivière-du-Loup,80680,2896043000.0,3410,4780,4640,4810,5400,5150,5400,7000,8310,8280,7380,5870,10240,Quebec,Conservative
83,24,24052.0,Mount Royal,83620,4884794000.0,3380,6610,6270,6720,7670,7140,7000,6720,6110,5600,5400,4430,10580,Quebec,Liberal
84,24,24053.0,Notre-Dame-de-Grâce--Westmount,82370,5775578000.0,2970,6500,7070,7160,7230,6870,6700,6710,6260,5800,5560,4280,9280,Quebec,Liberal
85,24,24054.0,Outremont,66530,3488964000.0,2070,6500,7910,7300,6880,5690,4600,4400,4260,3940,3690,3020,6270,Quebec,NDP
86,24,24055.0,Papineau,86100,2736834000.0,2030,6720,10270,10360,9530,7610,6570,6570,6160,5340,4420,3290,7240,Quebec,Liberal
87,24,24056.0,Pierrefonds--Dollard,86110,3919965000.0,3800,7260,5880,5700,6300,6660,7370,8220,7940,7190,6380,4780,8620,Quebec,Liberal
88,24,24057.0,Pontiac,88560,4177035000.0,3330,5870,6210,7160,8120,8000,7990,8910,8880,7770,6130,4450,5740,Quebec,Liberal
89,24,24058.0,Portneuf--Jacques-Cartier,92380,4458991000.0,3890,5840,6490,7540,8790,7520,7260,8600,9100,8210,6920,4870,7370,Quebec,Conservative
90,24,24059.0,Québec,79280,3309017000.0,1850,5010,7910,6970,6380,4910,4520,5740,6750,7180,6440,5210,10420,Quebec,Liberal
91,24,24060.0,Repentigny,94060,4253844000.0,3840,7080,6240,6340,7570,7450,7490,9030,9680,8160,6840,5540,8800,Quebec,Bloc QuÃ©bÃ©cois
92,24,24061.0,Richmond--Arthabaska,87610,3221923000.0,3640,5670,5610,6120,6830,6030,5940,7500,8460,8450,7670,5840,9820,Quebec,Conservative
93,24,24062.0,Rivière-des-Mille-Îles,82490,3772855000.0,3780,6830,5620,5350,6500,6460,6960,8570,8510,6910,5680,4590,6730,Quebec,Liberal
94,24,24063.0,Rivière-du-Nord,91420,3548132000.0,3310,6540,7130,6810,7260,6680,7000,8560,8950,8050,6820,5600,8730,Quebec,Bloc QuÃ©bÃ©cois
95,24,24064.0,Rosemont--La Petite-Patrie,86070,3574259000.0,1680,5460,10240,11470,10820,7790,6050,6510,6330,5590,4440,3140,6570,Quebec,NDP
96,24,24065.0,Marc-Aurèle-Fortin,79610,3729798000.0,3630,6500,5250,5420,6790,7460,8100,8650,7990,6010,4440,3550,5820,Quebec,Liberal
97,24,24066.0,Saint-Hyacinthe--Bagot,84100,3156331000.0,3620,6030,6010,6020,6710,5890,6090,7490,8090,7460,6550,5260,8890,Quebec,NDP
98,24,24067.0,Saint-Jean,89630,3711901000.0,3610,6510,6700,6720,7180,6720,6840,8320,8590,7760,6830,5210,8640,Quebec,Liberal
99,24,24068.0,Saint-Laurent,76510,3162287000.0,2810,5680,5680,7130,7610,7380,7060,6310,5550,4670,4380,3570,8670,Quebec,Liberal
100,24,24069.0,Saint-Léonard--Saint-Michel,86290,2608544000.0,2730,6040,6340,7040,8050,8080,7990,7340,6530,5410,5180,4310,11260,Quebec,Liberal
101,24,24070.0,Saint-Maurice--Champlain,90010,3162582000.0,2880,5250,5270,5450,5930,5250,5540,8010,10200,9890,8280,6550,11510,Quebec,Liberal
102,24,24071.0,Salaberry--Suroît,93470,3519931000.0,3430,6570,6920,6560,6950,6330,6720,8680,9490,8430,7460,6260,9690,Quebec,NDP
103,24,24072.0,Shefford,91040,3523466000.0,3720,6100,6190,6430,7350,6450,6460,8520,9190,8490,7340,5690,9120,Quebec,Liberal
104,24,24073.0,Sherbrooke,89420,3288196000.0,3220,8060,8150,6870,6710,5700,5740,6890,7490,7480,6680,5590,10850,Quebec,NDP
105,24,24074.0,Vaudreuil--Soulanges,92900,4663354000.0,4140,6520,5660,6400,8480,9110,8920,9600,8790,7370,6200,4630,7090,Quebec,Liberal
106,24,24075.0,Terrebonne,87380,3933249000.0,3950,6890,5950,6660,8360,8650,8070,8850,8380,6680,5340,4210,5390,Quebec,Bloc QuÃ©bÃ©cois
107,24,24076.0,Trois-Rivières,91510,3525551000.0,3090,6810,6570,6020,6180,5340,5600,7560,8780,8530,7740,6580,12720,Quebec,NDP
108,24,24077.0,Ville-Marie--Le Sud-Ouest--Île-des-Soeurs,104490,5723223000.0,2320,8980,13000,12110,9600,7030,6520,7410,7810,7390,6540,5310,10500,Quebec,Liberal
109,24,24078.0,Vimy,91130,3325914000.0,2720,6830,7340,7300,7300,6750,6880,7500,7590,6710,5880,5240,13090,Quebec,Liberal
110,35,35001.0,Ajax,90790,4221309000.0,3850,8260,7580,7960,8480,8400,8300,9410,8340,6170,5000,3460,5600,Ontario,Liberal
111,35,35002.0,Algoma--Manitoulin--Kapuskasing,64770,2507490000.0,2360,3950,3750,3740,3520,3760,4430,5840,7120,6930,6460,4960,7960,Ontario,NDP
112,35,35003.0,Aurora--Oak Ridges--Richmond Hill,89120,4862441000.0,4490,7720,6270,5620,6720,9090,10950,10330,8220,5810,4550,3330,6030,Ontario,Liberal
113,35,35004.0,Barrie--Innisfil,83840,3976105000.0,4060,7040,6410,6910,7150,7730,8220,8770,7160,5600,4580,3760,6450,Ontario,Conservative
114,35,35005.0,Barrie--Springwater--Oro-Medonte,75450,3580736000.0,3200,6810,6800,5940,5620,5350,5730,7080,7060,5910,4940,3730,7290,Ontario,Conservative
115,35,35006.0,Bay of Quinte,89410,3736761000.0,3090,6230,6300,6090,5770,5600,6140,8060,8520,8170,7650,6140,11670,Ontario,Liberal
116,35,35007.0,Beaches--East York,82890,4723208000.0,2460,5370,6140,7750,8550,8220,7850,8060,7350,6290,5000,3460,6400,Ontario,Liberal
117,35,35008.0,Brampton Centre,79460,2861108000.0,3190,7190,7280,7440,7150,6580,6710,7300,6780,5510,4720,3890,5740,Ontario,Liberal
118,35,35009.0,Brampton East,98720,3404889000.0,5310,10360,9710,9860,10190,10420,9410,8090,6740,5640,4950,3520,4530,Ontario,Liberal
119,35,35010.0,Brampton North,94190,3574486000.0,4540,9600,8860,8770,8340,8170,8090,8750,7730,6630,5610,3960,5140,Ontario,Liberal
120,35,35011.0,Brampton South,97820,3541779000.0,5240,10850,9480,9220,8900,8280,8000,8090,7360,6220,5370,3930,6890,Ontario,Liberal
121,35,35012.0,Brampton West,101500,3781263000.0,4970,9620,9680,11730,11890,11120,10020,8810,6900,5480,4430,3050,3820,Ontario,Liberal
122,35,35013.0,Brantford--Brant,97650,4119804000.0,3780,7420,7680,7930,7790,7610,7580,8710,8730,8080,7130,5270,9940,Ontario,Conservative
123,35,35014.0,Bruce--Grey--Owen Sound,84830,3539837000.0,3190,5590,5540,5260,5120,4870,5600,7330,8370,8550,8100,6090,11230,Ontario,Conservative
124,35,35015.0,Burlington,99120,6030904000.0,3760,6730,6620,6990,7030,7110,7690,8860,8830,7620,7330,6570,13970,Ontario,Liberal
125,35,35016.0,Cambridge,98320,4624612000.0,4310,7790,7820,7800,7710,8030,8270,9400,8820,7640,6630,5010,9090,Ontario,Liberal
126,35,35017.0,Chatham-Kent--Leamington,95550,3754109000.0,4040,6590,7080,7550,7710,7610,7500,8610,8630,7680,7030,5350,10170,Ontario,Conservative
127,35,35018.0,Davenport,83920,3533703000.0,1880,5530,9840,10950,9180,7290,6660,6700,6250,5250,4270,3310,6810,Ontario,Liberal
128,35,35019.0,Don Valley East,75250,3263866000.0,2370,5720,6290,6400,6320,6170,6570,6910,6190,5110,4620,3740,8850,Ontario,Liberal
129,35,35020.0,Don Valley North,91310,3923058000.0,2570,7880,9060,8150,7310,6980,7580,7650,6810,6130,5940,4780,10470,Ontario,Liberal
130,35,35021.0,Don Valley West,77550,8019372000.0,3440,5920,6160,6090,6250,6790,7660,7350,6360,5440,4810,3840,7440,Ontario,Liberal
131,35,35022.0,Dufferin--Caledon,102690,5573096000.0,5570,8670,7680,7620,8110,8720,10030,11040,9130,7210,6240,4800,7870,Ontario,Conservative
132,35,35023.0,Durham,101380,5289458000.0,4590,8530,7960,8760,9090,8670,8670,9910,8690,7230,6120,4800,8350,Ontario,Conservative
133,35,35024.0,Eglinton--Lawrence,89500,7162143000.0,3860,6820,7020,7220,7770,7680,8110,8050,7430,6470,5520,4110,9440,Ontario,Liberal
134,35,35025.0,Elgin--Middlesex--London,90850,4117156000.0,4260,6840,6200,6550,6640,7100,7250,8390,8650,7660,7030,5380,8920,Ontario,Conservative
135,35,35026.0,Essex,101850,5510361000.0,5030,7860,6610,6610,7460,8350,8970,9930,9500,8650,7650,5770,9480,Ontario,NDP
136,35,35027.0,Etobicoke Centre,95220,5800370000.0,3460,7020,6930,6600,6430,6590,7770,9020,8990,7650,6420,4870,13470,Ontario,Liberal
137,35,35028.0,Etobicoke--Lakeshore,103600,6337927000.0,2600,6630,9500,10480,9550,8730,8320,9270,8950,7850,6630,4820,10280,Ontario,Liberal
138,35,35029.0,Etobicoke North,93340,2809879000.0,3960,9850,9340,8360,7650,7380,7810,8390,7520,6150,5230,4000,7720,Ontario,Liberal
139,35,35030.0,Flamborough--Glanbrook,83010,4478776000.0,4050,6490,6080,7050,7200,7090,7280,7880,7270,5930,5250,4160,7290,Ontario,Conservative
140,35,35031.0,Glengarry--Prescott--Russell,89440,4295800000.0,3600,6290,6120,6090,6080,6580,7290,9490,9330,8180,6830,5410,8170,Ontario,Liberal
141,35,35032.0,Guelph,102010,5073706000.0,4260,8620,9460,9220,8680,8400,8650,9000,8480,7120,5980,4630,9510,Ontario,Liberal
142,35,35033.0,Haldimand--Norfolk,93550,3957890000.0,3910,6890,6490,6230,5870,5990,6700,8600,9330,9160,8020,6160,10180,Ontario,Conservative
143,35,35034.0,Haliburton--Kawartha Lakes--Brock,93400,4074403000.0,3260,5820,5790,5630,5040,5170,6000,8280,9830,9790,9300,7200,12300,Ontario,Conservative
144,35,35035.0,Hamilton Centre,77020,2681784000.0,2190,6320,8180,8090,6390,5830,5790,6830,6640,6030,4930,3460,6350,Ontario,NDP
145,35,35036.0,Hamilton East--Stoney Creek,85790,3476651000.0,2870,6230,6720,6760,6240,5990,6770,7870,7980,7060,6320,5020,9990,Ontario,Liberal
146,35,35037.0,Hamilton Mountain,83470,3283679000.0,3370,7430,7200,6720,5900,5830,6440,7800,7660,6510,5290,3940,9380,Ontario,NDP
147,35,35038.0,Hamilton West--Ancaster--Dundas,88560,4847278000.0,4030,7920,6860,5820,5750,6290,7000,7990,7850,7180,6380,5030,10480,Ontario,Liberal
148,35,35039.0,Hastings--Lennox and Addington,78100,3207135000.0,2640,4950,4860,4940,4910,5230,5640,7220,8230,7910,7480,5560,8550,Ontario,Liberal
149,35,35040.0,Huron--Bruce,88380,4331066000.0,3960,6340,6320,6260,5740,5310,5500,7400,8550,8580,7940,5990,10500,Ontario,Conservative
150,35,35041.0,Kanata--Carleton,85640,5261189000.0,3770,6500,6010,6480,7130,7870,8620,8940,7990,6170,5390,3940,6820,Ontario,Liberal
151,35,35042.0,Kenora,45060,1697946000.0,1970,3830,4030,3640,3510,3280,3480,4090,4300,3850,3210,2180,3690,Ontario,Liberal
152,35,35043.0,King--Vaughan,102100,5979322000.0,5330,8660,7750,8180,9850,10600,11420,10930,8290,5990,4830,3470,6790,Ontario,Liberal
153,35,35044.0,Kingston and the Islands,90040,4376904000.0,3250,7370,8000,7380,6660,6070,6490,7740,7570,7140,6530,5240,10610,Ontario,Liberal
154,35,35045.0,Kitchener Centre,83150,3532460000.0,2670,6410,8530,8230,6760,6010,6240,7250,7000,6150,5200,3980,8730,Ontario,Liberal
155,35,35046.0,Kitchener--Conestoga,78600,4027959000.0,3980,6400,6270,7010,7220,7010,6940,7190,6440,5750,4720,3640,6030,Ontario,Conservative
156,35,35047.0,Kitchener South--Hespeler,81290,3844778000.0,3530,7180,7610,7810,7460,7400,7120,7260,6720,5660,4780,3400,5350,Ontario,Liberal
157,35,35048.0,Lambton--Kent--Middlesex,86210,3908724000.0,3990,6240,5530,5670,5700,5900,6420,7810,8610,8080,7000,5700,9580,Ontario,Conservative
158,35,35049.0,Lanark--Frontenac--Kingston,82160,3849074000.0,2880,5280,5120,5220,4850,5250,6090,7950,8550,8390,7540,5690,9340,Ontario,Conservative
159,35,35050.0,Leeds--Grenville--Thousand Islands and Rideau Lakes,81710,3677520000.0,3000,5250,4910,4750,4650,5340,6040,7730,8230,8210,7660,6000,9950,Ontario,Conservative
160,35,35051.0,London--Fanshawe,91620,3331623000.0,3470,8210,8100,8230,7310,6850,7200,8570,8660,7180,6030,4340,7510,Ontario,NDP
161,35,35052.0,London North Centre,96950,4571327000.0,3430,10130,10180,8080,6970,6620,6970,8000,7950,6940,6070,4770,10840,Ontario,Liberal
162,35,35053.0,London West,99890,4990048000.0,3800,8090,7960,8180,7890,7500,7860,8430,8410,7970,7450,5730,10620,Ontario,Liberal
163,35,35054.0,Markham--Stouffville,96520,5168844000.0,3770,6890,6720,7950,9110,9680,9190,8740,7810,7020,6400,4860,8380,Ontario,Liberal
164,35,35055.0,Markham--Thornhill,84750,3417755000.0,2930,7140,8060,7330,5900,5830,6710,7950,7590,7470,6540,4380,6920,Ontario,Liberal
165,35,35056.0,Markham--Unionville,98800,4834529000.0,3980,8020,8020,7290,7640,9030,9960,9980,8680,7670,6390,4360,7780,Ontario,Conservative
166,35,35057.0,Milton,82150,4490002000.0,3540,5380,6080,8690,11100,10730,8440,6760,5390,4540,4200,3010,4320,Ontario,Conservative
167,35,35058.0,Mississauga Centre,101580,3912066000.0,3720,9470,10290,9640,8390,7690,8310,9320,8700,7530,6200,4470,7860,Ontario,Liberal
168,35,35059.0,Mississauga East--Cooksville,95820,3713512000.0,3420,7310,7680,7680,7570,7670,8240,9000,8550,7530,6470,5120,9590,Ontario,Liberal
169,35,35060.0,Mississauga--Erin Mills,96730,4460306000.0,4800,9760,7970,6980,7340,8570,9860,10150,8720,6690,5400,3940,6550,Ontario,Liberal
170,35,35061.0,Mississauga--Lakeshore,92900,5889927000.0,3720,7270,6710,6610,6850,7310,8010,9470,8880,7440,6120,4760,9770,Ontario,Liberal
171,35,35062.0,Mississauga--Malton,95640,3473094000.0,4570,10030,9270,8300,8040,8220,9130,9420,8300,6430,4910,3490,5520,Ontario,Liberal
172,35,35063.0,Mississauga--Streetsville,93020,4561079000.0,4460,8830,7620,6970,7420,8120,9400,10310,8970,6750,5220,3490,5480,Ontario,Liberal
173,35,35064.0,Nepean,90110,4983268000.0,3920,7360,7290,7890,8030,8920,9100,8920,7650,6040,5110,3740,6150,Ontario,Liberal
174,35,35065.0,Newmarket--Aurora,94160,5060597000.0,4740,7880,6880,7180,7770,8540,9570,10010,8710,6620,5200,3770,7270,Ontario,Liberal
175,35,35066.0,Niagara Centre,89880,3556834000.0,3490,7390,6810,6110,5770,6130,6810,8220,8300,7780,7000,5560,10500,Ontario,Liberal
176,35,35067.0,Niagara Falls,111940,4680413000.0,4690,7830,7390,7030,7070,7490,8570,9890,10610,10500,9660,7550,13670,Ontario,Conservative
177,35,35068.0,Niagara West,71560,3812219000.0,3480,5230,4750,4560,4880,5290,5700,6790,6600,6150,5450,4540,8150,Ontario,Conservative
178,35,35069.0,Nickel Belt,75910,3617840000.0,3060,5250,5080,5330,5530,5840,6180,7550,7820,6950,5860,4450,7000,Ontario,Liberal
179,35,35070.0,Nipissing--Timiskaming,74240,3189110000.0,2710,5290,5410,5230,4830,5040,5480,7030,7420,6620,6060,4450,8660,Ontario,Liberal
180,35,35071.0,Northumberland--Peterborough South,93960,4406963000.0,3380,6080,5880,5700,5460,5760,6380,8510,9620,9280,8970,7010,11940,Ontario,Liberal
181,35,35072.0,Oakville,95880,7848354000.0,4820,7950,6090,4910,6080,8030,9790,9490,9000,7310,6280,5280,10860,Ontario,Liberal
182,35,35073.0,Oakville North--Burlington,96830,6421587000.0,5330,7490,6210,7170,9540,11770,11900,10190,7690,5570,4450,3510,6020,Ontario,Liberal
183,35,35074.0,Oshawa,98650,4085017000.0,3130,7880,8660,8030,7070,6890,7340,9400,9420,7940,6790,5380,10720,Ontario,Conservative
184,35,35075.0,Ottawa Centre,89910,6072413000.0,2440,7050,9850,9490,7750,7000,7030,7530,7050,6550,6130,4310,7730,Ontario,Liberal
